[STRING]
String = 12000,Hac Long Giang
String = 21419,释放出两把能自行索敌、攻击的心剑，心剑消失时将产生旋转的火石杀伤敌军。
String = 21420,以术法在敌阵发动太极火阵，对接触阵势的敌军造成伤害。
String = 21421,以夹带旋转火石的八卦灵剑，对二个方向的敌军发动攻势。
String = 21422,开启冥府洞穴，将敌兵吸入，同时召来四名尸鬼袭击敌军。
String = 21423,同时派出二台井阑及二台炎兽，对敌军进行镇压。
String = 21424,锁定敌将，以落月弓、落日弓同时攻击。
String = 21425,召唤一把神剑，以挟带莲华的剑雨袭杀敌军。
String = 21426,回复所有施术武将少许体力，并以妖盾加以保护。
String = 21427,号令天雷猛轰敌将，同时以天雷余威杀伤周围敌军。
String = 21428,以术法引来狂风、雷电，对敌军造成重大伤亡。
String = 21429,命令埋伏于我军及敌军后方，总数四十名的伏兵同时杀出，令敌军措手不及。
String = 21430,以充满暴戾之气的凶恶鬼刀攻击敌将，并杀伤路径上的敌军。
String = 21431,派出两台特制的冲车突入敌阵，同时发射雷电伤敌。
String = 21432,融合圣剑、魔剑，大幅提高所有施术武将的攻击力，伤军时可吸取体力。
String = 21433,以符咒化为吸引敌军注意的符兵，符兵消失时，将产生两个八卦刀轮阵杀伤敌军。
String = 21437,派出二组弓箭队和五台投石车，进行炬石和火箭的联合射击。
String = 21438,派出五台投石车对敌军投掷特制炬石，在弹着地点产生赤焰烧伤敌军。
String = 21439,派出二组弓箭队和四台弩车，进行投射、直射两种箭矢的联合射击。
String = 21440,推出二具特制的火轮，辗死路径上的敌人，并产生赤焰烧伤敌军。
String = 21441,将六颗滚石推入敌阵伤敌，同时引发石柱破土而出杀伤敌军。
String = 21442,派出五台投石车对敌军投掷特制炬石，在弹着地点产生炎墙烧伤敌军。
String = 21443,发动陷阱，由地面刺出许多长茅及石柱杀伤敌军。
String = 21444,派出六台发射车，以特制的神鸢对敌军发动自爆攻击。
String = 21445,驱赶花豹、猛虎、火牛等猛兽，对敌军进行突击。
String = 21446,以旋月剑气直取敌将，杀伤路径上敌军，同时飞散出六道冲击波。
String = 21447,同时召来风龙及火龙，以强烈的飓风、火焰杀伤敌军。
String = 21448,同时召来地龙及水龙，以强烈的地震、水流杀伤敌军。
String = 21449,派出四队忍者，进行炸裂弹及飞镖的联合射击。
String = 21450,释放出四把能自行索敌、攻击的心剑，心剑消失时将产生旋转的火石杀伤敌军。
String = 21451,以术法在敌阵发动太极圣火阵，对接触阵势的敌军造成重大伤害。
String = 21452,以夹带旋转火石的八卦灵剑，对四个方向的敌军发动攻势。
String = 21453,开启冥府洞穴，将敌兵吸入，同时召来五名尸鬼袭击敌军。
String = 21454,同时派出四台井阑及四台炎兽，对敌军进行镇压。
String = 21455,召唤二把神剑，以挟带莲华的大量剑雨袭杀敌军。
String = 21456,回复所有施术武将部分体力，并以鬼面盾加以保护。
String = 21457,命令埋伏于我军及敌军后方，总数六十名的伏兵同时杀出，令敌军措手不及。
String = 21458,派出一排精锐骑兵冲向敌军，所有施技武将周围产生旋转光剑斩杀敌军。
String = 21459,融合天界圣剑、幽冥魔剑，大幅提高所有施术武将的攻击力，伤敌时可吸取体力。
String = 21460,以符咒化为吸引敌军注意的符兵，符兵消失时，将产生四个八卦刀轮阵杀伤敌军。
String = 21463,派出三组弓箭队、八台投石车、九台龙炮，对敌军进行大规模联合射击。
String = 21464,发动陷阱，由地面刺出大量长茅及石柱，同时引起地泉喷发，杀伤敌军。
String = 21465,派出八台发射车，以特制的神鸢对敌军发动自爆攻击，并在弹着地点产生赤焰伤敌。
String = 21466,派遣三组弓箭队和六台弩车射出特制箭矢，在弹着地点产生炎墙烧伤敌军。
String = 21467,推出二具特制的火轮，辗死路径上的敌人，并产生赤焰及火柱烧伤敌军。
String = 21468,将八颗滚石推入敌阵伤敌，同时以术法召来石柱、浮雷杀伤敌军。
String = 21469,驱赶花豹、猛虎、巨象、火牛等猛兽突入敌阵，同时派出四台炎兽殿后镇压。
String = 21470,以凌厉的剑气乱斩目标敌将，同时杀伤周围敌军。
String = 21471,派出六队忍者，进行炸裂弹及飞镖的联合射击，八名忍者同时潜入敌阵射出大量飞镖。
String = 21472,派出六队忍者，掷出特制的炸裂弹及飞镖，命中敌军后，将引发天雷轰击。
String = 21473,开启冥府洞穴吸入敌兵，同时召来八名佩带冥界妖刃的尸鬼袭击敌军。
String = 21474,召唤五把神剑，以挟带火石、浮雷的大量剑雨袭杀敌军。
String = 21475,武将使出分身斩并以大量的莲花灯及八卦刀刃伤敌。
String = 21476,所有施术武将回复大量体力，同时发射莲华，并获得罗刹之盾的保护。
String = 21477,同时派出四台冲车、四台井阑、四台炎兽，对敌军进行大规模镇压。
String = 21478,将四把心剑合而为一、猛然击地，引发爆烈的震波扫荡前方敌军。
String = 21479,以遁甲之术引发剧烈的怒雷轰击、旋风狂卷，同时伤害敌兵、敌将。
String = 21480,召来黄龙天火、巨大滚石、破土石柱同时侵袭敌军，发动仿佛天地翻转的攻势。
String = 21481,以符咒化为能长时间吸引敌军的符兵，同时命令总数六十名的伏兵一齐杀出。
String = 21482,在施术主将上空发动八卦阵图，对误入阵势的敌军造成严重的伤害。
String = 21485,派出六台冲车、六台井阑、六台炎兽镇压敌军，神鸢大队同时展开轰炸。
String = 21486,派出六台冲车、一队长枪兵、一队重骑兵突入敌阵，所有施技武将同时发动神鬼乱舞。
String = 21487,三组弓箭队、七台弩车、七台投石车、九台龙炮全弹发射，对敌军发动地毯式轰炸。
String = 21488,风龙、火龙、地龙、水龙同时降临，误入杀阵的敌军断难存活。
String = 21489,暴风、怒雷、地震、巨石同时于敌阵发动，受波及的敌军九死亦无一生。
String = 21490,七台投石车、七台龙炮联合射击，同时将三具挟带赤焰的火轮推入敌阵。
String = 21491,以术法操控大量巨剑，由天而降袭杀敌军。
String = 21492,停止敌兵行动，趁机回复所有施术武将大量体力，并同时发射莲华、施展罗刹之盾。
String = 21493,同时召唤青龙、玄武、朱雀、玄武四方守护圣兽降临战场。
String = 21494,以遁甲密法召引终极的轰天怒雷、灭世飓风一齐侵袭敌军。
String = 21498,以术法引起天空雷火齐轰、地面山崩地裂，对敌军发动末日降临一般的攻势。
String = 21499,六台冲车、六台井阑、六台炎兽、四台轒辒车强势镇压，神鸢大队同时展开轰炸。
String = 21500,三组弓箭队、七台弩车、七台投石车、九台龙炮齐射，弹着地点烈焰冲天、宛如炼狱。
String = 21501,召唤龙皇降世，引发地底龙脉之气冲天而出，令敌军插翅难飞。
String = 21502,集合五人之力，发出赤红的裂空剑气，一举灭绝路径上所有敌兵。
String = 21503,施放大量浮雷，并医疗我军所有武将，同时召来天界圣剑、幽冥魔剑、剑轮斩强化我军武将战力。
String = 21504,五名武将的杀气凝为霸道的巨刃向前猛冲，可以无视防御，消灭前方一切敌兵。
String = 21505,停止敌兵行动，趁机医疗我方武将，并同时以莲华、火石、罗刹之盾强化我军武将战力。
String = 21506,派出八名精锐隐忍潜入敌阵，以大量的爆裂弹、飞镖、铁轮、火柱灭杀敌军。
String = 21507,同时召唤麒麟、青龙、玄武、朱雀、玄武五方守护圣兽降临战场。
String = 21510,持武器向前猛劈，引发赤焰飞射。
String = 21511,持武器向前猛劈，引发突石伤人。
String = 21512,向前挥出两道剑气，剑气爆发时将杀伤周围敌军。
String = 21513,向前挥出三道剑气，剑气爆发时将杀伤周围敌军。
String = 21514,向前挥出两道剑气，剑气将化为旋风席卷敌军。
String = 21515,对四个方向射出剑气，剑气将化为雷电猛轰敌军。
String = 21516,发射两支能自行索敌的心剑，击中敌军后立即发动挪移阵。
String = 21517,同时对武将发动命疗术，并以挪移阵驱退敌军。
String = 21518,所有施术武将同时发动回天术及挪移阵的效果。
String = 21519,派出四台有旋灯环绕的特殊龙牙车。
String = 21520,派出四台能散发浮雷的特殊龙牙车。
String = 21521,向前挥出水龙剑气，并以四散的水弹杀伤敌军。
String = 21522,向前挥出地龙剑气，并以破地石柱杀伤敌军。
String = 21523,向前挥出风龙剑气，并以撕空旋风杀伤敌军。
String = 21524,向前挥出火龙剑气，并以爆裂火炎杀伤敌军。
String = 21525,向前发出三道锐利水刃，并激发地泉杀伤敌军。
String = 21526,向敌将发出三道剑气，并激发地泉杀伤敌军。
String = 21527,向前射出浑元气弹，并散发莲华袭杀敌军。
String = 21528,向前射出浑元气弹，并引动天雷袭杀敌军。
String = 21529,所有施术武将装备破城大锤，同时散发浮雷。
String = 21530,所有施术武将召来邪刃，同时唤来少许尸鬼助阵。
String = 21531,唤来两把夹带天雷的神剑袭杀敌将及周围敌兵。
String = 21532,锁定敌将，气箭命中时，将化去敌军少许气力。
String = 21533,锁定敌将，气箭命中时，将化去敌军少许气力。
String = 21534,持武器向前猛力一劈，引发大量赤焰飞射。
String = 21535,持武器向前猛力一劈，引发大量突石伤人。
String = 21536,向前挥出三道剑气，剑气爆发时将重伤周围敌军。
String = 21537,向周围射出八道剑气，剑气爆发时将重伤周围敌军。
String = 21538,向前挥出三道剑气，剑气将化为强烈旋风席卷敌军。
String = 21539,向周围射出八道剑气，剑气将化为霹雳雷电猛轰敌军。
String = 21540,发射四支能自行索敌的心剑，击中敌军后立即发动挪移大法。
String = 21541,同时对武将发动体疗术，并以挪移大法驱退敌军。
String = 21542,所有施术武将同时发动返天术及挪移阵的效果。
String = 21543,派出六台有旋灯火环绕的特殊龙牙车。
String = 21544,派出六台能散发浮雷的特殊龙牙车。
String = 21545,向前挥出水龙剑气，并以许多飞射水弹杀伤敌军。
String = 21546,向前挥出地龙剑气，并以许多破地石柱杀伤敌军。
String = 21547,向前挥出风龙剑气，并以许多撕空旋风杀伤敌军。
String = 21548,向前挥出火龙剑气，并以许多爆裂火炎杀伤敌军。
String = 21549,向前发出五道锐利水刃，并激发大量地泉杀伤敌军。
String = 21550,向敌将发出五道剑气，并激发大量地泉杀伤敌军。
String = 21551,向前射出浑元一气弹，并散发许多莲华袭杀敌军。
String = 21552,向前射出浑元一气弹，并引动霹雳天雷袭杀敌军。
String = 21553,所有施术武将装备破城巨锤，同时散发许多浮雷。
String = 21554,所有施术武将召来邪灵刃，同时唤来一批尸鬼助阵。
String = 21555,唤来三把夹带天雷的神剑袭杀敌将及周围敌兵。
String = 21556,以三个巨大剑轮直取敌将，并杀伤路径上敌兵。
String = 21557,以御飞刀直取敌将，同时化去敌军大量气力。
String = 21558,以斗气飞戟直取敌将，同时夺取敌军气力为己用。
String = 21559,所有施术武将召来天界圣剑，并获得七星灯护身。
String = 21560,持武器向前猛力一劈，飞射大量赤焰，引发大量突石破地而出。
String = 21561,向前挥出三道剑气，剑气将化为强烈的雷电旋风袭杀敌军。
String = 21562,向周围射出八道剑气，并发动强火柱，剑气将化为霹雳雷电猛轰敌军。
String = 21563,向前挥出风龙、火龙两道剑气，以诸多旋风、火炎重伤敌军。
String = 21564,向前挥出地龙、水龙两道剑气，以诸多水弹、石柱重伤敌军。
String = 21565,发射六支隐含挪移阵法的心剑，同时发动活天术效果。
String = 21566,向前发出五道巨型水刃，并以遍地激射的地泉杀伤敌军。
String = 21567,向前射出浑元一气弹，同时以大量莲华、旋灯袭杀敌军。
String = 21568,向前射出浑元一气弹，引动暴烈狂雷袭杀敌军，同时发动剑轮斩。
String = 21569,所有施术武将装备破城神锤、发动旋灯怒张，并散发许多浮雷。
String = 21570,所有施术武将融合邪灵妖刃及噬血魔刃，并召许多尸鬼助阵。
String = 21571,唤来四把夹带雷电威能的神剑袭杀敌军，同时夺取敌军许多气力。
String = 21572,所有施术武将召来天界圣剑及剑轮斩，并获得七星续命灯护身。
String = 21573,向周围射出夹带赤焰、突石、旋灯的八道毁灭性剑气。
String = 21574,向前发出霸道的皇龙剑气，挡路敌军非死即伤。
String = 21575,对四面八方发动狂暴的乱斩，剑气将激发水脉乱射重伤敌军。
String = 21576,所以施术武将都发动挪移大法及活天术，并以大量莲华、浮雷杀敌。
String = 21577,所有施术武将装备破城神锤，并以旋灯、浮雷、剑轮斩护身。
String = 21578,射出浑元一气弹，引动无数天雷轰击敌军，并夺取大量气力为己用。
String = 21579,开启地狱之门，所以施术武将融合邪灵妖刃、噬血魔刃，及大批尸鬼护卫。
String = 21580,派出八台龙牙车、六台冲车、六台井阑、六台炎兽镇压敌军。
String = 21581,万法归一的无心之剑，周围敌兵一受波及，立刻遭剑气碎尸万段。
String = 21582,停止敌方行动，同时夺取气力、施放大批莲华，最后以七星续命灯保护所有施术武将。
String = 21583,升华斗气而成数柄天劫之剑，落入敌阵时，毁天灭地，有如世界末日。
String = 21584,发出巨型的地龙剑气，路径上天崩地裂，敌兵少有存活者。
String = 21585,发出巨型的水龙剑气，路径上水脉怒冲，敌兵断难存活。
String = 21586,发出巨型的风龙剑气，路径上轰雷暴风，袭杀无数敌军。
String = 21587,发出巨型的火龙剑气，路径上有如地狱火海，使无数敌军化为焦炭。
String = 21588,绝对究极忍术奥义，以巨大影龙障眼，趁机以重重杀阵灭亡无数敌军。
